ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Employment (Construction),Plot Number,Project Description,KML URLs,Village Code,Employment (Operational),proposal_url,District
7949920,New,FP/DN/ROAD/440355/2023,2023-08-14T07:14:59.559+00:00,,Pending at UA due to EDS by MS after PSC-I,7.4852,700.0,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,Diversion of Reserved Forest land for the Upgradation and Strengthening of existing Intermediate Lane from Dudhani Junction to Ghodbari upto Gujarat Border. (MDR-II),THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DUDHNI,,,"37,47",Linear,0.0,7.4852,7.4852,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-08-15T06:45:26.705+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,640.0,"37,47",Upgradation and strengthening of existing Intermediate Lane from Dudhani Junction to Ghodbari upto Gujarat Border. (MDR-II),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7949069&refType=caf&uuid=a2399b82-c530-480f-8892-7405ced4f9dc&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=7949069&refType=FC&uuid=8d0eaef9-3b3b-473f-ba72-38c030561725&version=1.0,524974,5510.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7949920,Dadra & Nagar Haveli
7944601,New,FP/DN/ROAD/440333/2023,2023-08-14T05:42:08.108+00:00,,DELISTED_BY_SYSTEM,1.1203,70.0,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,Diversion of Reserved Forest land for the Upgradation and Strengthening of existing Intermediate Lane from Karchond Junction to Vasda. (ODR-13),THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,VANSDA,,,71,Linear,0.0,1.1203,1.1203,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-08-15T06:37:21.288+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,464.0,71,Upgradation and strengthening of existing Intermediate Lane from Karchond Junction to Vasda. (ODR-13),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7944305&refType=caf&uuid=66651cc9-da52-41fe-966c-4ce071b6a482&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=7944305&refType=FC&uuid=21f6411b-415c-407b-a1ae-918b8cd3d090&version=1.0,524992,5510.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7944601,Dadra & Nagar Haveli
7417000,New,FP/DN/OTHERS/439438/2023,2023-08-06T13:30:58.625+00:00,,DELISTED_BY_SYSTEM,0.116,20.0,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,Diversion of  Reserved  forest  land for Upgradation and Strengthening of existing Intermediate Lane from Khedpa main Road to Kayri-Daberi  (ODR-14),THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KHERPA,,,68,Linear,0.0,0.116,0.116,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternate Route,NO,NO,NO,2023-08-14T05:24:21.802+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,350.0,68,Upgradation and strengthening of existing Intermediate Lane from Khedpa main Road to Kayri-Daberi  (ODR-14),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7416956&refType=caf&uuid=59c035c8-95eb-4e52-869d-0a8ada3649bc&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=7416956&refType=FC&uuid=ad91df63-0081-4db8-82bd-90e850c74922&version=1.0,524996,4630.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7417000,Dadra & Nagar Haveli
7415315,New,FP/DN/OTHERS/439431/2023,2023-08-06T10:06:56.903+00:00,,DELISTED_BY_SYSTEM,0.7106,50.0,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,Diversion of Reserved Forest land for Upgradation and Strengthening of existing Intermediate Lane from Dudhani Junction to Dudhani Jetty (MDR - I),THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DUDHNI,,,47 and 25,Linear,0.0,0.7106,0.7106,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternate route. ,NO,NO,NO,2023-08-14T05:16:42.984+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,,38,440.0,47 and 25,Upgradation and strengthening of existing Intermediate Lane from Dudhani Junction to Dudhani Jetty (MDR-I),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7415212&refType=caf&uuid=58ef7f01-101d-48cf-9881-6d4a95cba151&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=7415212&refType=FC&uuid=88f72142-11a3-48cc-9659-820e4bb0e7e2&version=1.0,524974,4780.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7415315,Dadra & Nagar Haveli
6747712,New,FP/DN/TRANS/436508/2023,2023-07-12T13:53:26.140+00:00,,DELISTED_BY_SYSTEM,0.006,90.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Protected Forest Land for the laying of 11KV Underground HDD Electric Cable along Dapada- Surangi Road,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,CHIKHLI,,,,Linear,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternate Route,NO,NO,NO,2023-07-18T04:11:31.065+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,880.0,,Laying of 11KV Underground HDD Electric Cable along Dapada-Surangi Road.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6567211&refType=caf&uuid=bc8eaa5d-2153-417c-957c-dd516c8978df&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6567211&refType=FC&uuid=b4591360-33b9-433e-9ac2-c498fe62d739&version=1.1,524955,565.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6747712,Dadra & Nagar Haveli
6718286,New,SIA/DN/IND1/436405/2023,2023-07-12T04:46:24.320+00:00,,,0.6,302.28, SHYAM STEEL BARS,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),M/s. Shyam Steel Bars ,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DADRA,,,"Plot No. 259/14, Parshwnanth Industrial Estate,  Village – Dadra, Near Sun Pharma, Silvassa - 396193,  U.T. of Dadra & Nagar Haveli and Daman & Diu.",Hybrid,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,--,NO,NO,NO,2023-07-14T05:50:17.303+00:00,,,,,,,,,,,,0.0,"Plot No. 259/14, Parshwnanth Industrial Estate,  Village – Dadra, Near Sun Pharma, Silvassa - 396193,  U.T. of Dadra & Nagar Haveli and Daman & Diu.","REGULARIZATION OF THE EXISTING UNIT INVOLVED IN MANUFACTURING OF “MS TMT Bars, Angles, Flats, Channels, Beams, Rounds and Square",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6124040&refType=caf&uuid=f850c308-c5f3-4213-aa81-256f12b498fa&version=1.0,524997,50.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6718286,Dadra & Nagar Haveli
6698160,New,SIA/DN/IND1/436304/2023,2023-07-11T08:35:41.824+00:00,,,1.4,1676.71, BALBIR ROLLING MILLS PRIVATE LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),M/s. Balbir Rolling Mills Pvt. Ltd. ,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KHADOLI,,,"Survey No. 108/8/1 & 2, Village – Khadoli, Silvassa - 396230, U.T. of Dadra & Nagar Haveli and Daman & Diu",Hybrid,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,--,NO,NO,NO,2023-12-04T12:27:02.243+00:00,,,,,,,,,,,,54.0,"Survey No. 108/8/1 & 2, Village – Khadoli, Silvassa - 396230, U.T. of Dadra & Nagar Haveli and Daman & Diu","REGULARIZATION OF THE EXISTING UNIT INVOLVED IN MANUFACTURING OF “MS Round, CTD, TMT Bars and MS Structure (Angle/Channel/Beam) by using pure ingots and Billets only without any scrap melting”",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6696411&refType=caf&uuid=c04a3205-7328-45c4-9472-308de811f93b&version=1.0,524958,54.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6698160,Dadra & Nagar Haveli
6653760,New,FP/DN/TRANS/436120/2023,2023-07-09T11:26:25.662+00:00,,DELISTED_BY_SYSTEM,0.1148,99.0, SILVASSA BOTTLING CO,,Forest clearance form,,,,"Diversion of Forest Land  for the Laying of Underground 11KV Electric Feeder Line from M/s Silvassa Bottling Company, Dapada to Khadoli Substation.",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DAPADA,,,,Linear,0.0,0.1148,0.1148,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-08-09T18:30:00.000+00:00,,,Degraded Forest Land,true,"SURVEY NO.131/1, KHANVEL MAIN ROAD, NEAR HEALTH CARE DAPADA SILVASSA",Dapada,38,Others,Accounts Head,Dapada,38,3500.0,,"Laying of Underground 11KV Electric Feeder Line from M/s Silvassa Bottling Company, Dapada to Khadoli Substation.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6653722&refType=caf&uuid=f0ac11af-342b-42fb-a299-64b18f758e62&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6653722&refType=FC&uuid=92684c89-a15d-471e-b207-382405610223&version=1.0,524956,2025.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6653760,Dadra & Nagar Haveli
6625838,New,SIA/DN/IND1/435973/2023,2023-07-07T11:15:36.924+00:00,,,1.38,671.57, SHRI KHATU SHYAM ALLOYS PRIVATE LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),M/s. Shri Khatu Shyam Alloys Pvt. Ltd. ,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KHARADPADA,,,"Survey No. - 148/3, Near Parle Biscuit Company, Village – Kharadpada, Silvassa-396230 (U.T. of DD and D&NH)",Hybrid,1.38,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,--,NO,NO,NO,2023-12-04T11:09:46.485+00:00,,,,,,,,,,,,0.0,"Survey No. - 148/3, Near Parle Biscuit Company, Village – Kharadpada, Silvassa-396230 (U.T. of DD and D&NH)","REGULARIZATION OF THE EXISTING UNIT INVOLVED IN MANUFACTURING OF “TMT BARS, TMT ROUND AND STRUCTURAL STEEL ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6126664&refType=caf&uuid=8deaddaf-7afc-4c8c-b111-5a2bd5150d76&version=1.0,524945,100.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6625838,Dadra & Nagar Haveli
6226985,New,FP/DN/TRANS/434012/2023,2023-06-20T09:06:45.022+00:00,,DELISTED_BY_SYSTEM,0.04,7.5, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,LAYING OF 11KV UNDERGROUND CABLE THROUGH FOREST LAND FROM SURANGI TO CHIKHLI VILLAGE,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,CHIKHLI,,,,Linear,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,OVERHEAD LINE REMOVAL FROM FOREST LAND,NO,NO,NO,2023-06-21T05:50:37.191+00:00,,,,false,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",SILVASSA,38,Joint Venture (Govt. + Pvt.),JUNIOR ENGINEER,SILVASSA,38,0.0,,OH LINE REMOVAL FROM FOREST LAND,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6225819&refType=caf&uuid=4799a105-cf65-4573-8591-09fcf3975bc5&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6225819&refType=FC&uuid=882cbd8c-73cc-4b58-af94-22a113ec8772&version=1.0,524955,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6226985,Dadra & Nagar Haveli
6106195,New,FP/DN/TRANS/433359/2023,2023-06-14T08:58:47.565+00:00,,REMOVED,0.2121,150.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Laying of 11KV HDD Underground Electric Cables from Silli Substation to Kilvani via Galonda. ,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Athola,,,,Linear,0.0,0.2121,0.2121,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-08-17T18:30:00.000+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",,38,Joint Venture (Govt. + Pvt.),Junior Engineer,,38,810.0,,Laying of 11KV HDD Underground Electric Cable from Silli Substation to Kilvani via Galonda,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6105882&refType=caf&uuid=ae89ac17-5529-40af-8c4d-19e1cdbfa80e&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6105882&refType=FC&uuid=d839bd5a-c805-48fa-8c92-a7e27d0233b1&version=1.0,524942,415.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6106195,Dadra & Nagar Haveli
6070661,New,FP/DN/REDIV/433224/2023,2023-06-13T08:54:49.911+00:00,,REMOVED,0.04,7.5, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,LAYING OF 11KV UNDERGROUND CABLE THROUGH FOREST LAND FROM SURANGI TO CHIKHLI VILLAGE,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,CHIKHLI,,,,Linear,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-10T18:30:00.000+00:00,,,,,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",SILVASSA,38,Joint Venture (Govt. + Pvt.),JUNIOR ENGINEER,SILVASSA,38,0.0,,OH LINE REMOVAL FROM FOREST LAND,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6069596&refType=caf&uuid=4b86fc01-555f-4ac3-84b2-28bd5e4d6b73&version=1.0,524955,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6070661,Dadra & Nagar Haveli
5541462,New,FP/DN/TRANS/430332/2023,2023-05-22T15:17:35.807+00:00,,REMOVED,0.2116,140.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Forest Land for the laying of 11KV Underground HDD Electrical Cables from Silli Substation to Kilvani via Galonda,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Sili,,,506,Linear,0.0,0.2116,0.2116,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternate route,NO,NO,NO,2023-05-23T06:28:24.122+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,770.0,506,Laying of 11KV Underground HDD Electrical Cables from Silli Substation to Kilvani via Galonda,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5541050&refType=caf&uuid=d3c595b1-c987-4f1e-bab8-66ceab4bbb45&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=5541050&refType=FC&uuid=46199e3a-83f7-4efb-8052-3f2deafb8df9&version=1.0,524935,415.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=5541462,Dadra & Nagar Haveli
5057888,New,FP/DN/ROAD/427938/2023,2023-05-03T11:15:38.659+00:00,,DELISTED_BY_SYSTEM,0.0294,90.0,EXECUTIVE ENGINEER PWD III IRRIGATION DISTRICT PANCHAYAT DADRA AND NAGAR HAVELI,,Forest clearance form,,,,Diversion of Reserve Forest Land for the Construction of Road from Kauncha Patelpada to Loharpada in Kauncha Village.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KAUNCHA,,,46,Linear,0.0,0.0294,0.0294,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-05-05T07:20:40.954+00:00,,,Degraded Forest Land,true,"Office of The Executive Engineer, PWD-III (IRRIGATION),;Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,200.0,46,Construction of Road from Kauncha Patelpada to Loharpada in Kauncha Village.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5057595&refType=caf&uuid=df393ff1-e0a5-43d8-baf5-c52ae6735a9b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=5057595&refType=FC&uuid=d2c3df57-cffc-4f5e-b161-79c5af9e1770&version=1.0,524973,780.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=5057888,Dadra & Nagar Haveli
5053807,New,FP/DN/TRANS/427916/2023,2023-05-03T10:16:13.260+00:00,2024-09-12T07:11:05.209+00:00,Final Diversion Order Issued,0.1369,90.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Forest Land for the Laying of 11KV HDD Electrical Cables from Silli Substation to SMS School via Falandi Patelpada,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Athola,,,,Linear,0.0,0.1369,0.1369,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-05-03T12:45:33.598+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,,38,200.0,,Laying of 11KV HDD Electrical Cables from Silli Substation to SMS School via Falandi Patelpada.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5053209&refType=caf&uuid=2b6d277b-350d-49bf-bf7d-55ec720de330&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=5053209&refType=FC&uuid=efa09274-e1d4-419a-8522-70fb12d8840a&version=1.0,524942,780.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=5053807,Dadra & Nagar Haveli
4928430,New,FP/DN/TRANS/427484/2023,2023-04-28T08:02:07.759+00:00,2025-02-19T11:13:06.555+00:00,Final Diversion Order Issued,0.0387,50.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Protected Forest land for the Laying of 11KV Underground HDD Electric Cable from Vaghchippa Substation to APJ Abdul Kalam College.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SILVASSA,,,,Linear,0.0,0.0387,0.0387,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-04-28T11:12:46.342+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,600.0,,Laying of 11KV Underground HDD Electric Cable from Vaghchippa Substation to APJ Abdul Kalam College.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4927924&refType=caf&uuid=64f02064-2106-44d8-8242-ce4cb9eb9104&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4927924&refType=FC&uuid=97f02c7c-67fd-4998-acc2-d5ecca85ef33&version=1.0,0,6965.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4928430,Dadra & Nagar Haveli
4813677,New,FP/DN/TRANS/427011/2023,2023-04-24T09:29:37.476+00:00,2024-10-05T09:45:23.940+00:00,Final Diversion Order Issued,0.0971,50.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Forest Land for the Laying of Underground 11KV Underground HDD Electric Cables from Sill Substation to APJ Abdul Kalam College,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SILVASSA,,,,Linear,0.0,0.0971,0.0971,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-04-28T07:26:54.603+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,690.0,,Laying of 11KV Underground HDD Electric Cables from Silli Substation to APJ Abdul Kalam College,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4797952&refType=caf&uuid=b01bf93d-2e6e-493f-86df-6e8ff8af8822&version=1.7;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4797952&refType=FC&uuid=49723f5a-0d68-4610-baed-67837c5a3a2f&version=1.0,0,5725.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4813677,Dadra & Nagar Haveli
4736128,New,FP/DN/TRANS/426719/2023,2023-04-19T17:37:41.973+00:00,,REMOVED,0.115,100.0, SILVASSA BOTTLING CO,,Forest clearance form,,,,"Diversion of Forest Land for the laying of Underground 11 KV Electric Feeder Line from M/s Silvassa Bottling Company,Dapada to Khadoli Substation.",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DAPADA,,,"154,122",Linear,0.0,0.115,0.115,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternative Route,NO,NO,NO,2023-04-22T11:09:16.666+00:00,,,Degraded Forest Land,true,"SURVEY NO.131/1, KHANVEL MAIN ROAD, NEAR HEALTH CARE DAPADA SILVASSA",,38,Others,Accounts Head,Dapada,38,3500.0,"154,122","Laying of Underground 11 KV Electric HDD Feeder Line from M/s Silvassa Bottling Company, Dapada to Khadoli Substation.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4727185&refType=caf&uuid=b483d88b-3a0c-43b0-8f07-d3fcfd4fa89f&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4727185&refType=FC&uuid=048503d9-2855-4e73-922a-2c9faaa100b7&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4727185&refType=FC&uuid=6cd7e440-9c24-4686-bca6-c5e3bdec3871&version=1.0,524956,2025.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4736128,Dadra & Nagar Haveli
4614542,New,FP/DN/TRANS/426021/2023,2023-04-13T12:28:06.715+00:00,,DELISTED_BY_SYSTEM,0.189,1.0, P.D. CONSTRUCTION,,Forest clearance form,,,,Torrent Power,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SILVASSA,,,,Linear,0.0,0.189,0.189,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-13T13:06:15.067+00:00,,,,false,"301,Kalpvruksh,Tithal rd,Valsad",,24,Others,Partner,,24,35.0,,Power Cable Laying,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4603709&refType=caf&uuid=b6155e44-51d7-408b-aa82-b2ffe382c97b&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4603709&refType=FC&uuid=bb37516b-10ab-4c13-b9b6-7a3e9b72d412&version=1.0,802639,35.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4614542,Dadra & Nagar Haveli
4596990,Expansion,IA/DN/IND2/425936/2023,2023-04-13T05:40:50.473+00:00,,,62.32,1160236.0, RELIANCE INDUSTRIES LIMITED,,Environment clearance form,EC,A,,Expansion of Polyester manufacturing capacity and establishing r-PET unit,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Naroli (CT),,,,Hybrid,62.32,0.0,62.32,23.2,0.0,23.2,410236.0,750000.0,0,0,0,NO,"The proposal is for expansion of existing facility. Necessary infrastructure, logistics and administrative support is available at site. Thus, no alternatives considered.",NO,NO,NO,2023-05-09T11:37:32.387+00:00,Located within industrial estates,,,,,,,,,,,2208250.0,,"RIL is a leading manufacturer of polyester and proposes to expand the polyester manufacturing capacity at Silvassa. On production of the polymer, different grades of polyester will be produced/ finished and will be ready for further production of fabrics.;;RIL SMD also proposes to produce recycled PET so as to sustainably contribute to production of raw material for food and other grades of PET.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=953357&refType=caf&uuid=abe7161a-9795-42ee-89fa-f8873d784e17&version=1.3,,1796895.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4596990,DADRA AND NAGAR HAVELI
