ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,proposal_url,Village Code,Plot Number,District,Employment (Construction),Project Description,KML URLs,Employment (Operational)
72301739,New,IA/PY/CRZ/477624/2024,2024-05-30T19:25:56.693+00:00,,DELISTED_BY_SYSTEM,0.0442,99.0045,SELAPPAN KARTHIKESAN,,CRZ clearance form,CRZ,,,"Proposed two storied residential building (Basement Level) Construction work located at Ward-G, block-05, T.S.No.12/1/1Apt, R.S.No. 112/4, Keezhaveli Revenue  Village, Karaikal Municipality, Karaikal, Puducherry.",PUDUCHERRY,Karaikal Taluk,KIZHAVELY,,,,Linear,0.0442,0.0,0.0442,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-30T19:52:12.096+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=72301739,804040,,Karaikal,520.0,"Proposed two storied residential building (Basement Level) Construction work located at Ward-G, block-05, T.S.No.12/1/1Apt, R.S.No. 112/4, Keezhaveli Revenue  Village, Karaikal Municipality, Karaikal, Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=72301396&refType=caf&uuid=5dad8528-a31b-4512-a59a-153f8927c515&version=1.0,0.0
72145408,New,IA/PY/CRZ/477190/2024,2024-05-29T13:32:19.861+00:00,,DELISTED_BY_SYSTEM,0.016,4827400.0,r saraswathy,,CRZ clearance form,CRZ,,,Proposed construction of two storied residential building (1-Dwelling Unit),PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,,,Non - Linear,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is small residential building,NO,NO,NO,2024-10-03T13:14:30.522+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=72145408,804036,,Puducherry,612.0,"Proposed construction of two storied residential building (1-Dwelling Unit) located at R.S.No 106/23Pt, T.S.No.53 & 54, Block No.22, Ward-A, Plot No.29 Pt (North), First Cross Street, Angalamman Nagar, Muthialpet, Puducherry Revenue Village, Puducherry Municipality, Puducherry-605003. The total land area is 900 (Square feet) with a plot value and building construction value estimated after completion of Rs.48,27,400 (Rupees Forty-Eight Lakhs Twenty-Seven thousand and four hundred only). Land description: East West 30 feet, South-North 60 feet having total extent of 1800 Sq.ft, Vacant land required for CRZ-II clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=72140196&refType=caf&uuid=3a4053f9-3990-4729-aff5-48bd26b19f1f&version=1.0,612.0
68383183,New,IA/PY/CRZ/473080/2024,2024-05-15T14:27:32.115+00:00,,Under Examination with SCZMA,0.005,2035336.0,h yasmeen sultana,,CRZ clearance form,CRZ,,,Proposed construction of two storeyed residential building (2-Dwelling units),PUDUCHERRY,Ozhukarai Taluk,PILLAICHAVADY,,,,Non - Linear,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is a residential construction work,NO,NO,NO,2025-07-26T13:50:03.520+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=68383183,937514,,Puducherry,322.0,"Proposed construction of two storeyed residential building (2-Dwelling units) located at R.S.No. R. S No 123/12/A/1 T.S No. Plot No.14 (East Side Portion), Patta No. 196, Cad No. 1159Pt, Netaji Street, Chinna Kalapet, Pillaichavadi Revenue Village, Oulgaret Municipality, Puducherry-605014. Total land area is 111.63 (Square Meter) with a plot value and building construction value estimated after completion of Rs. 30,94,880.00 (Thirty lakhs Ninety-four thousand Eight hundred and Eighty rupees only after completion of the property). Land description: East to West 20 feet, South to North 60 feet, i.e., having an extent of 1200 Square feet land are required for CRZ-II clearance. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=66847377&refType=caf&uuid=dde084e9-5b94-439a-bb46-6daf46646341&version=1.0,322.0
67778951,New,IA/PY/CRZ/472766/2024,2024-05-13T15:24:34.264+00:00,,Under Examination with SCZMA,0.01,4632000.0,VIMALAN,,CRZ clearance form,CRZ,,,Proposed construction of four storied guest house building with stilt floor (8-Rooms),PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,4346/DSTE/PCZMA/CRZ/CLR/SCI/2023,,Non - Linear,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-27T07:20:35.546+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67778951,804036,,Puducherry,680.0,"Proposed construction of four storied guest house building with stilt floor (8-Rooms) located at R. S. No. 81/5Pt, T.S.No.58, Ward-B, Block No.16, Plot No.A, Junction of Patchaivazhiamman Koil Street and Pillaiyar Koil Street, Vaithikuppam, Puducherry Revenue Village, Puducherry Municipality, Puducherry. The total land area is 1137 (Square feet) with a plot value and building construction value estimated after completion of Rs.46,32,000 (Rupees Forty-Six Lakhs thirty-two thousand only). Land description: East-West towards southern side 56 feet, towards northern side 57 feet, South-North towards bottom side 20 feet, 4 inches, towards upper side 20 feet, totally 1137 Square feet of vacant land required for CRZ-II clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=66585751&refType=caf&uuid=f68daac1-c407-4e75-b602-dc5fc61c3efd&version=1.0,680.0
66243193,New,IA/PY/CRZ/472029/2024,2024-05-07T10:06:11.636+00:00,,Referred to SCZMA,0.67,1229880.0,inbanathan r,,CRZ clearance form,CRZ,,,"Proposed project for the regularization of unsold plots in the unapproved residential layouts in “Sri Vidhya Ganapathy Nagar”at R.S. No. 154/3Pt, T.S. No. 15/3, Ward-I, Block No. 4, Keezhakasakudy Revenue Village, Karaikal Municipality, Karaikal-609609",PUDUCHERRY,Karaikal Taluk,K|LAKASAKUDY,,4463/DSTE/PCZMA/CRZ/CLR/SCI/2023,,Non - Linear,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This plots are residential empty unsold plots,NO,NO,NO,2024-05-07T10:43:46.629+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=66243193,804040,,Karaikal,502.0,"Proposal for the regularization of unsold plots in the unapproved residential layouts “Sri Vidhya Ganapathy Nagar” at R.S. No. 154/3Pt, T.S. No. 15/3, Ward-I, Block No. 4, Keezhakasakudy Revenue Village, Karaikal Municipality, Karaikal-609609. Total land area is 1905.0 Square Meter with a plots value Rs. 12,29,880 (Rupees Twelve lakhs Twenty-Nine thousand and eight hundred and eighty rupees only for land value). Land description: land are required for CRZ-II clearance. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=65932658&refType=caf&uuid=0782d79b-d7f6-418b-8616-90ad20045f91&version=1.0,502.0
61493197,New,IA/PY/CRZ/469767/2024,2024-04-18T05:13:23.943+00:00,,Recommend to Town Planner Authority,0.016,9521000.0,dhritin tyagi,,CRZ clearance form,CRZ,,,Proposed construction of four storied residential building (4-dwelling  units) with stilt floor ,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,550/DSTE/PCZMA/CRZ/CLR/SCI/2024,"R.S.No.190/2, T.S.No.2/1/A, Ward-B, Block No.17",Non - Linear,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is a proporsed four storied residential building work,NO,NO,NO,2024-04-18T12:27:09.008+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=61493197,804036,"R.S.No.190/2, T.S.No.2/1/A, Ward-B, Block No.17",Puducherry,1475.0,"Proposed construction of four storied residential building (4-dwelling units) with stilt floor located at R.S.No.190/2, T.S.No.2/1/A, Ward-B, Block No.17, Junction of Sri Lakshmi Garden Main Road & Akka Paradhesi Swamigal Madam Street, Vaithikuppam, Puducherry Revenue Village, Puducherry Municipality, Puducherry-605012. The total land area is 1750 (Square feet) with a plot value and building construction value estimated after completion of Rs. Rs.95,21,000 (Rupees Ninety-Five Lakhs Twenty-One Thousand only). Land description: East-West 35feet, South-North 50feet having total extent of 1750 Sq.ft, Vacant land required for CRZ-II clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=61478537&refType=caf&uuid=0ec19308-1967-45bf-98f5-67d5e56fb3cd&version=1.0,1475.0
59705534,New,IA/PY/CRZ/468784/2024,2024-04-09T05:19:15.701+00:00,,DELISTED_BY_SYSTEM,0.0,44.0,THANGAVEL SELVAM,,CRZ clearance form,CRZ,,,Proposed constrcution  two storyed residential building (2Dwelling Units),PUDUCHERRY,Puducherry Taluk,ARIANKUPPAM,,,"Plot No.18,19,30,31, R.S. No.170/5",Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-04-09T05:48:29.572+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=59705534,804036,"Plot No.18,19,30,31, R.S. No.170/5",Puducherry,0.0,"Proposed construction of Two storyed residential building (2Dwelling Units);Project Owner. Tmt. N.Sivasankari, No.13, Bharathidasan Street, Veerampatinam, Puducherry",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=59703898&refType=caf&uuid=e5ba9ab9-5111-4d5b-be3d-dcbbee78e303&version=1.0,0.0
59685948,New,IA/PY/CRZ/468733/2024,2024-04-08T10:22:38.597+00:00,,Referred to SCZMA,968.0,3417000.0, DHEENADAYALAN,,CRZ clearance form,CRZ,,,Proposed construction of two storey residential building,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,PCZMA/CRZ/468733/2024,145/18pt,Linear,968.0,0.0,968.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-12T13:09:07.363+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=59685948,804036,145/18pt,Puducherry,2005.0,"Construction of two storeyed building at R.S.No.145/18pt, T.S.No.119, Ward - B, Block No. 10, Door No. 2, Kamarajar street, V.O.C Nagar, Muthialpet, Puducherry revenue villege, Pondicherry Municipality, Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=56693816&refType=caf&uuid=120bce9e-0ef6-4594-b3b9-42184523d191&version=1.0,255.0
56649495,New,IA/PY/CRZ/467518/2024,2024-03-28T06:53:19.318+00:00,,DELISTED_BY_SYSTEM,4.38,662.0, OFFICE OF THE EXECUTIVE ENGINEER IRRIGATION DIVISION PWD,,CRZ clearance form,CRZ,,,"Coastal protections measures for immediate control of Sea erosion at Pillaichavady, Puducherry.",PUDUCHERRY,Ozhukarai Taluk,PILLAICHAVADY,,1206/PCZMA/CRZ/2024,,Hybrid,4.38,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-23T06:48:36.814+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=56649495,937514,,Puducherry,7200.0,Control of Sea erosion,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=56632207&refType=caf&uuid=ecb9a0d7-3820-42aa-924c-55225ae27942&version=1.1,3240.0
56086161,Expansion,IA/PY/CRZ/467256/2024,2024-03-25T12:16:53.990+00:00,2024-08-21T12:42:21.377+00:00,EDS raised,9.26,5700.0,VELU SIVASUBRAMANIAM,,CRZ clearance form,CRZ,,,Construction of Expansion of Guest Rooms and Infrastructure Buildings by M/s. Mahindra Holidays and Resorts India Limited ,PUDUCHERRY,Bahour Taluk,MANAPATTU,11/26/2024-IA.III,No.10/DSTE/PCZMA/CRZ/CLR/SCI/2024/112,,Linear,9.26,0.0,9.26,0.0,0.0,0.0,2600.0,3100.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-26T06:40:43.387+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=56086161,644979,,Puducherry,73000.0,"Proposed construction of expansion of guest rooms and infrastructure builidings in Plot/Survey No. R.S. No. 200pt, 201pt & 205pt, Valluvar Medu, Manapet Village, Bahour Commune Panchayat,  Puducherry by M/s. Mahindra Holidays & Resorts India Ltd., Puduchery Union Territory. Total Land Area: 92,629.60sq.m (22.89 Acres). Ground coverage of Existing 5298.17Sq.m and proposed 5027.00Sq.m. Total Ground coverage 10325.17 Sq.m The project site is located near to Coastline of Bay of Bengal. Total built up area is 17249.82Sq.m (Existing 8161.820Sq.m and Proposed area is 9088.00Sq.m)",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=56086074&refType=caf&uuid=bb873733-c324-41cf-89ac-bed280fa2c58&version=1.0,54750.0
55060967,Expansion,SIA/PY/INFRA2/466936/2024,2024-03-22T07:20:08.205+00:00,2024-07-31T06:08:08.517+00:00,EC Granted,18.6479,41914.0, SRI BALAJI VIDYAPEETH,Eco Tech Labs Pvt. Ltd.,Environment clearance form,TOR,B2,Building / Construction ,Proposed Expansion of Additional construction of Hospital components in the existing Medical College campus by M/s Sri Balaji Vidyapeeth,PUDUCHERRY,Bahour Taluk,MANAPATTU,,466936/SEAC/PDY/2024,"Survey Nos. 80/1, 81/1, 81/2, 81/3, 82/2A, 82/2B & 4/2F ",Linear,18.6479,0.0,18.6479,0.0,0.0,0.0,38477.0,3437.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-22T12:12:44.702+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=55060967,644979,"Survey Nos. 80/1, 81/1, 81/2, 81/3, 82/2A, 82/2B & 4/2F ",Puducherry,60100.0,"The proposal involves Additional construction of Hospital components in the existing Medical College campus with 2 blocks. i.e B Block expansion (G+4 floors) and Oncology Block  (G+5 floors). Total land area available is 1,86,479 Sqm and the existing built-up area is 1,93,279.22 sqm (Hospital Components of 63,872.65 Sqm and non-hospital components of 1,29,406.57 sqm) and the built up area of the proposed additional construction of hospital components is 12,770.85 sqm. Total built up area is 2,06,050.07 sqm. Total No of Beds including existing is 1371 Nos",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=55058070&refType=caf&uuid=bcb38d4f-63ac-4b96-a7a2-ddb91d3d9aac&version=1.0,130550.0
51615011,New,IA/PY/CRZ/465105/2024,2024-03-05T14:07:41.030+00:00,,DELISTED_BY_SYSTEM,251.0,4428700.0,SELAPPAN KARTHIKESAN,,CRZ clearance form,CRZ,,,"Proposed Two Storied Residential building for H.Ahamed Maricarat at Gold Fish Nagar, Plot No. 4, Ward-E, Block-10, T.S.No. 19/3pt, Darmapuram Village, Karaikal Municipality, Karaikal, Puducherry.",PUDUCHERRY,Karaikal Taluk,DHARMAPURAM,,,,Linear,251.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-05T14:50:03.897+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=51615011,804040,,Karaikal,810.0,Residential project ,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=51613963&refType=caf&uuid=c1a2a1d1-2611-466e-aca5-d4b72de4f3d2&version=1.0,0.0
50221951,New,IA/PY/CRZ/464336/2024,2024-02-28T08:01:56.795+00:00,,DELISTED_BY_SYSTEM,338.0,40.271,SELAPPAN KARTHIKESAN,,CRZ clearance form,CRZ,,,"Proposed Two Storied Residential building for H.Ahamed Maricarat at Gold Fish Nagar, Plot No. 2 & 3, Ward-E, Block-10, T.S.No. 19/3pt, Darmapuram Village, Karaikal Municipality, Karaikal, Puducherry. ",PUDUCHERRY,Karaikal Taluk,DHARMAPURAM,,,"Plot no. 2,3/ward E/Block 10/T.S.no. 19/3pt",Linear,338.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-04T15:20:56.267+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=50221951,804040,"Plot no. 2,3/ward E/Block 10/T.S.no. 19/3pt",Karaikal,1140.0,"CRZ Clearance for Residential Building in CRZ-II Zone, in Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=49938158&refType=caf&uuid=1bd41396-f715-4348-a589-b3b4152a7d7e&version=1.0,0.0
48521970,New,IA/PY/CRZ/463560/2024,2024-02-21T06:30:00.388+00:00,,Recommend to Town Planner Authority,0.0085,7420810.0,ARUNAGIRY SASSICOUMARY,,CRZ clearance form,CRZ,,,Proposed construction of two storied residential building (1-dwelling  unit) with stilt floor after demolishing the existing building,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,4777/PCZMA/parivesh/CRZ/SCI/2024,,Non - Linear,0.0085,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Own plot Two storied residential building work,NO,NO,NO,2024-02-21T08:01:31.230+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=48521970,804036,,Puducherry,730.0,"Proposed construction of two storied residential building (1-dwelling unit) with stilt floor after demolishing the existing building located at R.S.No.239pt, T.S. No. 55, Ward-C, Block No. 17, Door No.8, Perumal Koil Street, Puducherry Revenue Village, Puducherry Municipality, Puducherry-605001. The total land area is 914.50 (Square feet), with a plot value and building construction value estimated after completion of Rs. 74,20,810 (Rupees Seventy-Four lakhs Twenty thousand and eight hundred ten for building and land value after completion). Land description: East-West, towards northern side 3-meter 70 cm, towards southern side 4-meter 50 cm, square feet of land are required for CRZ-II clearance. South-North, towards bottom side 20-meter 90 cm, towards upper side 20-meter 70 cm, totally 85 Square meter or 914.50 Square feet of land is required for CRZ-II clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=48503117&refType=caf&uuid=7092ebd0-e457-4f06-95de-797dda56958a&version=1.0,735.0
39499182,New,IA/PY/IND1/459197/2024,2024-01-18T11:33:57.308+00:00,,DELISTED_BY_SYSTEM,2.6871,70.0, SUMANGALA STEEL PRIVATE LIMITED,Eco Tech Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),"Environmental clearance for the existing Steel Melting Plant & Rolling Mill having production capacity of MS Billets from 150000 TPA and TMT Bars of 136000 TPA using Induction Furnace (1 x 12 T & 1 x 25 T) capacity by M/s. Sumangala Steel Private Limited located at PIPDIC Industrial Estate, M S I Area, Mettupalayam, Pondicherry-605009.",PUDUCHERRY,Ozhukarai Taluk,THATTANCHAVADY,,,,Non - Linear,2.6871,0.0,2.6871,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is a existing plant,NO,NO,NO,2024-01-18T13:23:45.191+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=39499182,937517,,Puducherry,6000.0,Existing Steel Melting Plant & Rolling Mill having production capacity of MS Billets from 150000 TPA and TMT Bars of 136000 TPA ,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=39492351&refType=caf&uuid=5efc3ae0-8375-4eda-a121-39b2d0cb9241&version=1.0,146640.0
37046853,New,IA/PY/IND1/457902/2024,2024-01-06T10:29:39.838+00:00,,DELISTED_BY_SYSTEM,3.25,607.5, KANNAPPAN IRON AND  STEEL COMPANY PRIVATE LIMITED,Ecomen Mining Pvt. Ltd. (formerly known as Ecomen Laboratories Pvt Ltd.),Environment clearance form,TOR,A,Metallurgical Industries (ferrous and non ferrous),Proposed Environmental Clearance for the Existing Steel Melting Plant to manufacturing MS Ingots/Billets 18000 TPA and Re-Rolling Mill for 18000 TPA (Re Rolling Products),PUDUCHERRY,Karaikal Taluk,VANJIYUR,IA-J-11011/16/2024-IA-II(IND-I),,10/1,Linear,3.25,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-11T11:45:58.449+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=37046853,644994,10/1,Karaikal,0.0,"M/s Kannappan Iron and Steel Company Pvt.L td is an existing project located at R.S. 10/2, in Nagoor Main Road, Melavanjore. T.R Pattinam, Karaikal Pondicherry, India. The Project proponent is currently manufacturing MS Ingots/MS Billets with production capacity of 18000TPA and rerolling products with the production capacity of 18000 TPA with Valid Consent order from Pondicherry pollution control committee.;Now, The PP applied an Environmental Clearance  which comes under Schedule no 3(a) Metallurgical Industry (Ferrous & Non Ferrous). However the Pondicherry UT - Tamilnadu Interstate boundary is located at ~0.12 Km W from the project site, So the project attracts general conditions of EIA notification 2006 and its amendments, The Project treated as 'A' Category and the project will be appraised by the EAC New Delhi.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=37046139&refType=caf&uuid=ab87a88a-da29-41f7-9449-e0ee95fb20f1&version=1.0,54020.0
30979811,New,IA/PY/IND1/455109/2023,2023-12-11T11:51:01.453+00:00,2024-01-15T07:11:52.974+00:00,Withdrawal Request Accepted,2.81,607.5, KANNAPPAN IRON AND  STEEL COMPANY PRIVATE LIMITED,EHS360 Labs Private Limited,Environment clearance form,TOR,A,Metallurgical Industries (ferrous and non ferrous),Proposed Environmental Clearance for the Existing Steel Melting Plant to manufacturing MS Ingots/Billets 18000 TPA and Re-Rolling Mill for 18000 TPA (Re Rolling Products),PUDUCHERRY,Karaikal Taluk,VANJIYUR,IA-J-11011/3/2024-IA-II(IND-I),,R.S. No. 10/1,Linear,2.81,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-12-30T11:04:47.188+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=30979811,644994,R.S. No. 10/1,Karaikal,0.0,"M/s. Kannappan Iron and Steel Company Pvt. Ltd. is an existing project located at R.S. 10/2, in Nagoor Main Road, Melavanjore. T.R Pattinam, Karaikal, Pondicherry UT, India. . The project is currently manufactured MS Ingots/Billets with production capacity of 18000 TPA and Re-Rolling products with production capacity of 18000 TPA with a valid consent order from Pondicherry Pollution Control Committee.;Now, the Project proponent applied Environmental Clearance. Hence the project comes under Schedule No. 3 (a) Metallurgical industries (ferrous & non-ferrous).However, Pondicherry UT State -Tamil Nadu Interstate Boundary is located at ~0.12km (W) from the project site so project is attracting General Conditions of EIA Notifications 2006 and its amendments, the project treated as A, the project will be appraised by the EAC Delhi.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=30976704&refType=caf&uuid=39a3ef46-f44a-48c5-8d51-375b6ada48cb&version=1.0,54020.0
29455351,New,IA/PY/CRZ/454423/2023,2023-12-05T09:54:10.974+00:00,,DELISTED_BY_SYSTEM,0.72,469.0,Public Works Department,,CRZ clearance form,CRZ,,,"Providing and Laying pumping main from the Sewerage Treatment Plant(STP) of PHD/PWD,Lawspet,Puducherry to M/s.Chemfab Alkalis Limited, Kalapet, Puducherry for transporting/conveying Secondary Treatment Effluent Water (STEW) for Industrial reuse",PUDUCHERRY,Ozhukarai Taluk,KARUVADIKUPPAM,11/3/2024-IA.III,591/DSTE/PCZMA/CRZ/CLR/SCI/2023,,Non - Linear,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-12-06T10:10:27.465+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=29455351,804036,,Puducherry,2000.0,"The Proposed project is for secondary-treated wastewater Laying pipelines with a total length of 11514.73 m from Karuvadikuppam (Puducherry) to Kalapet (Puducherry) via ECR road (passing through the states of Puducherry & Tamil Nadu) will transfer secondary-treated wastewater via pipeline from the located in Sewerage Treatment Plant (STP) of PHD/PWD at Lawspet in Puducherry to M/s. Chemfab Alkalis Limited, Kalapet, Puducherry. The Pipeline length falling under CRZ is 11514.73 m.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=29454601&refType=caf&uuid=8690bf42-899b-4db5-9eae-75b4034e1de9&version=1.0,0.0
20361061,Expansion,SIA/PY/INFRA2/450572/2023,2023-10-28T11:50:32.077+00:00,,,77.76,167426.24,KARIYARATH PREMARAJAN,,Environment clearance form,EC,B1,,Proposed expansion and modifications in existing premises of Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER),PUDUCHERRY,Ozhukarai Taluk,THATTANCHAVADY,,," 213/1, 218 Part, 228 part",Non - Linear,77.76,0.0,77.76,0.0,0.0,0.0,139144.24,28282.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,YES,2023-10-31T06:02:11.737+00:00,Building or Construction projects or Area Development projects or Townships,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=20361061,937517," 213/1, 218 Part, 228 part",Puducherry,69000.0,"The project is already developed into Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER) with total existing built up area is 3,40,739 Sq.m (hospital buildings -1,48,916.60 Sqm and Non hospital buildings - 1,91,822.40) and total proposed building with built up area is 64,480.94 Sq.m (Hospital Building – 36,790.67 Sq.m & Non Hospital building – 27,690.27 Sq.m) and Total builtup area After expansion is 4,05,219.94 Sq.m.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=20348599&refType=caf&uuid=5802b635-af58-4714-9d75-19e2a21a562e&version=1.0,7124435.0
20349941,Expansion,SIA/PY/INFRA2/450521/2023,2023-10-28T07:24:37.135+00:00,,,77.76,167426.24,KARIYARATH PREMARAJAN,Hubert Enviro Care Systems,Environment clearance form,TOR,B1,Townships/ Area Development Projects / Rehabilitation Centres,Proposed expansion and modifications in existing premises of Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER),PUDUCHERRY,Ozhukarai Taluk,THATTANCHAVADY,,," 213/1, 218 Part, 228 part",Non - Linear,77.76,0.0,77.76,0.0,0.0,0.0,139144.24,28282.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,YES,2023-10-28T11:39:46.119+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=20349941,937517," 213/1, 218 Part, 228 part",Puducherry,69000.0,"The project is already developed into Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER) with total existing built up area is 3,40,739 Sq.m (hospital buildings -1,48,916.60 Sqm and Non hospital buildings - 1,91,822.40) and total proposed building with built up area is 64,480.94 Sq.m (Hospital Building – 36,790.67 Sq.m & Non Hospital building – 27,690.27 Sq.m) and Total builtup area After expansion is 4,05,219.94 Sq.m.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=20348599&refType=caf&uuid=5802b635-af58-4714-9d75-19e2a21a562e&version=1.0,7124435.0
